Trial,Id,ElapsedTime
49,Joystick,5123042.550016
49,Joystick,5123042.856032
49,Joystick,5123042.938016
49,Joystick,5123043.262016
49,Joystick,5123043.349024
49,Joystick,5123044.042016
49,Joystick,5123044.491008
49,Joystick,5123045.048032
49,Joystick,5123045.418016
49,Joystick,5123045.501024
49,Joystick,5123045.824032
49,Joystick,5123047.893024
49,Joystick,5123059.820032
49,Joystick,5123060.410016
49,Joystick,5123060.703008
49,Joystick,5123061.207008
49,Joystick,5123061.752032
49,Joystick,5123062.120032
49,Joystick,5123062.557024
49,Joystick,5123063.036032
49,Go,5123071.755008
49,Joystick,5123071.853024
49,Response,5123071.853024
49,Miss,5123073.860032
50,ITI,5123073.864032
50,Joystick,5123074.834016
50,Joystick,5123075.659008
50,Joystick,5123077.071008
50,Go,5123104.047008
50,Response,5123104.172032
50,Joystick,5123104.363008
50,Hit,5123104.363008
51,ITI,5123104.363008
51,Joystick,5123104.563008
51,Joystick,5123109.670016
51,Joystick,5123109.792032
51,Joystick,5123109.955008
51,Joystick,5123110.682016
51,Joystick,5123111.254016
51,Joystick,5123111.383008
51,Joystick,5123112.009024
51,Joystick,5123113.275008
51,Joystick,5123113.429024
51,Joystick,5123117.906016
51,Joystick,5123118.986016
51,Joystick,5123119.123008
51,Joystick,5123119.403008
51,Joystick,5123119.566016
51,Joystick,5123122.391008
51,Joystick,5123123.486016
51,Joystick,5123124.310016
51,Joystick,5123124.558016
51,Joystick,5123124.749024
51,Joystick,5123124.874016
51,Joystick,5123125.363008
51,Joystick,5123125.444032
51,Joystick,5123125.943008
51,Joystick,5123126.281024
51,Joystick,5123130.478016
51,Joystick,5123130.815008
51,Joystick,5123130.908032
51,Joystick,5123131.054016
51,Joystick,5123134.046016
51,Joystick,5123134.330016
51,Joystick,5123136.219008
51,Joystick,5123136.759008
51,Joystick,5123137.342016
51,Joystick,5123137.716032
51,Joystick,5123137.819008
51,Joystick,5123137.874016
51,Joystick,5123138.016032
51,Joystick,5123138.376032
51,Joystick,5123158.757024
51,Joystick,5123159.341024
51,Joystick,5123159.704032
51,Joystick,5123159.986016
51,Joystick,5123160.736032
51,NoGo,5123171.090016
51,Response,5123171.198016
51,Joystick,5123171.265024
51,CorrectRejection,5123173.200032
52,ITI,5123173.203008
52,Go,5123179.354016
52,Joystick,5123179.436032
52,Response,5123179.436032
52,Joystick,5123180.921024
52,Hit,5123180.921024
53,ITI,5123180.921024
53,Joystick,5123181.073024
53,Joystick,5123191.443008
53,Joystick,5123191.737024
53,Joystick,5123191.897024
53,Joystick,5123192.428032
53,Joystick,5123192.606016
53,Joystick,5123192.727008
53,Joystick,5123193.134016
53,Joystick,5123193.441024
53,Joystick,5123194.493024
53,Joystick,5123194.820032
53,Joystick,5123195.306016
53,Joystick,5123195.481024
53,Joystick,5123196.174016
53,Joystick,5123196.359008
53,Joystick,5123197.052032
53,Joystick,5123197.579008
53,Joystick,5123197.720032
53,Joystick,5123198.576032
53,Joystick,5123198.727008
53,Joystick,5123198.946016
53,Joystick,5123200.232032
53,Joystick,5123200.357024
53,Joystick,5123200.536032
53,Joystick,5123200.710016
53,Joystick,5123200.868032
53,Joystick,5123201.352032
53,Joystick,5123201.491008
53,Joystick,5123201.948032
53,Joystick,5123202.660032
53,Joystick,5123203.195008
53,Joystick,5123203.344032
53,Joystick,5123203.768032
53,Joystick,5123212.979008
53,Go,5123215.263008
53,Joystick,5123215.359008
53,Response,5123215.359008
53,Miss,5123217.368032
54,ITI,5123217.371008
54,Joystick,5123218.830016
54,Joystick,5123231.261024
54,Joystick,5123231.419008
54,Joystick,5123231.565024
54,Joystick,5123232.769024
54,Joystick,5123232.913024
54,Joystick,5123233.331008
54,Joystick,5123234.390016
54,Joystick,5123235.235008
54,Joystick,5123235.494016
54,Joystick,5123236.695008
54,Joystick,5123239.716032
54,Joystick,5123240.909024
54,Joystick,5123243.813024
54,Joystick,5123244.595008
54,Joystick,5123270.279008
54,Joystick,5123271.852032
54,Joystick,5123272.111008
54,Joystick,5123272.185024
54,Joystick,5123273.013024
54,Go,5123276.124032
54,Response,5123276.240032
54,Joystick,5123276.276032
54,Hit,5123276.276032
55,ITI,5123276.276032
55,Go,5123283.505024
55,Response,5123283.630016
55,Joystick,5123283.665024
55,Hit,5123283.665024
56,ITI,5123283.665024
56,Joystick,5123283.750016
56,Joystick,5123286.286016
56,Joystick,5123286.601024
56,Joystick,5123286.989024
56,Joystick,5123287.088032
56,Joystick,5123287.311008
56,Joystick,5123287.402016
56,Joystick,5123288.587008
56,Joystick,5123289.638016
56,Joystick,5123289.977024
56,Joystick,5123290.088032
56,Joystick,5123291.216032
56,Joystick,5123291.540032
56,Joystick,5123291.651008
56,Joystick,5123295.547008
56,Go,5123297.623008
56,Joystick,5123297.719008
56,Response,5123297.719008
56,Joystick,5123297.749024
56,Hit,5123297.749024
57,ITI,5123297.749024
57,Joystick,5123300.866016
57,Go,5123305.223008
57,Joystick,5123305.316032
57,Response,5123305.316032
57,Miss,5123307.323008
58,ITI,5123307.326016
58,Go,5123315.988032
58,Joystick,5123316.089024
58,Response,5123316.089024
58,Joystick,5123316.110016
58,Hit,5123316.110016
59,ITI,5123316.110016
59,NoGo,5123321.007008
59,Joystick,5123321.098016
59,Joystick,5123321.139008
60,ITI,5123327.105024
60,Go,5123332.101024
60,Response,5123332.222016
60,Joystick,5123332.278016
60,Hit,5123332.278016
61,ITI,5123332.278016
61,Joystick,5123333.551008
61,Joystick,5123335.947008
61,Joystick,5123336.492032
61,Joystick,5123336.573024
61,Joystick,5123338.096032
61,Joystick,5123338.967008
61,Joystick,5123342.461024
61,Joystick,5123342.804032
61,Joystick,5123343.260032
61,Joystick,5123344.499008
61,Joystick,5123344.662016
61,Go,5123347.034016
61,Joystick,5123347.157024
61,Response,5123347.157024
61,Miss,5123349.158016
62,ITI,5123349.162016
62,NoGo,5123396.960032
62,Joystick,5123397.058016
63,ITI,5123403.070016
63,Go,5123407.679008
63,Response,5123407.796032
63,Joystick,5123407.811008
63,Hit,5123407.811008
64,ITI,5123407.811008
64,Joystick,5123411.141024
64,Joystick,5123414.105024
64,Joystick,5123414.236032
64,Joystick,5123415.462016
64,Joystick,5123415.878016
64,Joystick,5123418.610016
64,Joystick,5123419.253024
64,Joystick,5123419.568032
64,Joystick,5123419.644032
64,Joystick,5123419.803008
64,Joystick,5123419.918016
64,Joystick,5123424.365024
64,Joystick,5123425.495008
64,Joystick,5123429.188032
64,Joystick,5123429.331008
64,Joystick,5123431.533024
64,Joystick,5123431.571008
64,Joystick,5123441.289024
64,Joystick,5123441.417024
64,Joystick,5123441.533024
64,Joystick,5123442.247008
64,Joystick,5123442.990016
64,Joystick,5123443.145024
64,Joystick,5123443.583008
64,Go,5123476.338016
64,Response,5123476.464032
64,Joystick,5123476.476032
64,Hit,5123476.476032
65,ITI,5123476.476032
65,Joystick,5123479.696032
65,Joystick,5123480.560032
65,Joystick,5123482.002016
65,Joystick,5123482.191008
65,Joystick,5123482.309024
65,Joystick,5123485.635008
65,Joystick,5123485.927008
65,Go,5123502.478016
65,Response,5123502.602016
65,Joystick,5123502.604032
65,Hit,5123502.604032
66,ITI,5123502.604032
66,Go,5123507.232032
66,Joystick,5123507.324032
66,Response,5123507.324032
66,Joystick,5123507.896032
66,Hit,5123507.896032
67,ITI,5123507.896032
67,Joystick,5123514.837024
67,Joystick,5123515.384032
67,NoGo,5123518.305024
67,Response,5123518.429024
67,Joystick,5123518.455008
67,CorrectRejection,5123520.432032
68,ITI,5123520.436032
68,NoGo,5123524.821024
68,Response,5123524.945024
68,Joystick,5123524.986016
68,CorrectRejection,5123526.951008
69,ITI,5123526.954016
69,Go,5123552.757024
69,Response,5123552.881024
69,Joystick,5123552.972032
69,Hit,5123552.972032
70,ITI,5123552.972032
70,Joystick,5123553.032032
70,Joystick,5123553.540032
70,Joystick,5123554.917024
70,Joystick,5123555.911008
70,Joystick,5123556.789024
70,Joystick,5123556.860032
70,Joystick,5123557.225024
70,Joystick,5123568.170016
70,Joystick,5123568.443008
70,Joystick,5123574.864032
70,NoGo,5123577.193024
70,Joystick,5123577.297024
70,Joystick,5123577.324032
71,ITI,5123583.312032
71,Go,5123589.144032
71,Response,5123589.255008
71,Joystick,5123589.275008
71,Hit,5123589.275008
72,ITI,5123589.275008
72,Joystick,5123594.404032
72,Joystick,5123594.957024
72,Joystick,5123595.067008
72,Joystick,5123595.297024
72,Joystick,5123595.415008
72,Joystick,5123595.859008
72,Joystick,5123598.868032
72,Joystick,5123599.215008
72,Joystick,5123599.515008
72,Joystick,5123599.877024
72,Joystick,5123599.998016
72,Joystick,5123600.161024
72,Joystick,5123600.503008
72,Joystick,5123600.730016
72,Joystick,5123600.843008
72,Joystick,5123601.030016
72,Joystick,5123601.554016
72,Joystick,5123601.697024
72,Joystick,5123602.028032
72,Joystick,5123602.830016
72,Joystick,5123603.745024
72,Joystick,5123604.263008
72,Joystick,5123604.470016
72,Joystick,5123604.696032
72,Joystick,5123604.736032
72,Joystick,5123604.910016
72,Go,5123622.580032
72,Response,5123622.704032
72,Joystick,5123622.725024
72,Hit,5123622.725024
73,ITI,5123622.725024
73,Go,5123651.745024
73,Response,5123651.876032
73,Joystick,5123651.879008
73,Hit,5123651.879008
74,ITI,5123651.879008
74,Joystick,5123655.785024
74,Joystick,5123656.768032
74,Go,5123663.331008
74,Response,5123663.453024
74,Joystick,5123663.456032
74,Hit,5123663.456032
75,ITI,5123663.456032
75,Go,5123675.941024
75,Joystick,5123676.051008
75,Response,5123676.051008
75,Miss,5123678.062016
76,ITI,5123678.065024
76,Joystick,5123682.339008
76,Go,5123715.578016
76,Response,5123715.700032
76,Joystick,5123715.741024
76,Hit,5123715.741024
77,ITI,5123715.741024
77,Joystick,5123718.417024
77,Go,5123724.277024
77,Response,5123724.388032
77,Joystick,5123724.422016
77,Hit,5123724.422016
78,ITI,5123724.422016
78,Joystick,5123728.873024
78,Joystick,5123729.377024
78,NoGo,5123738.171008
78,Response,5123738.292032
78,Joystick,5123738.338016
78,CorrectRejection,5123740.299008
79,ITI,5123740.301024
79,Go,5123745.823008
79,Joystick,5123745.913024
79,Response,5123745.913024
79,Miss,5123747.916032
80,ITI,5123747.919008
80,NoGo,5123756.058016
80,Response,5123756.166016
80,Joystick,5123756.201024
80,CorrectRejection,5123758.167008
81,ITI,5123758.170016
81,Go,5123762.822016
81,Response,5123762.948032
81,Joystick,5123762.962016
81,Hit,5123762.962016
82,ITI,5123762.962016
82,Joystick,5123764.131008
82,Joystick,5123765.356032
82,Joystick,5123766.032032
82,Go,5123769.017024
82,Response,5123769.135008
82,Joystick,5123769.186016
82,Hit,5123769.186016
83,ITI,5123769.186016
83,Joystick,5123769.307008
83,Joystick,5123770.486016
83,Joystick,5123771.055008
83,Joystick,5123772.736032
83,Joystick,5123776.293024
83,Go,5123785.246016
83,Response,5123785.368032
83,Joystick,5123785.391008
83,Hit,5123785.391008
84,ITI,5123785.391008
84,Joystick,5123786.259008
84,Joystick,5123787.433024
84,NoGo,5123792.513024
84,Joystick,5123792.601024
85,ITI,5123798.605024
85,Joystick,5123799.406016
85,NoGo,5123802.899008
85,Response,5123803.023008
85,CorrectRejection,5123805.024032
86,ITI,5123805.027008
86,Go,5123809.936032
86,Response,5123810.055008
86,Joystick,5123810.122016
86,Hit,5123810.122016
87,ITI,5123810.122016
87,Joystick,5123813.287008
87,Joystick,5123813.404032
87,Joystick,5123813.572032
87,Joystick,5123813.691008
87,Joystick,5123814.576032
87,Joystick,5123815.579008
87,Joystick,5123815.767008
87,Joystick,5123815.944032
87,Joystick,5123816.242016
87,Joystick,5123816.666016
87,Joystick,5123819.283008
87,Joystick,5123819.617024
87,Joystick,5123819.869024
87,Joystick,5123820.011008
87,Joystick,5123820.188032
87,Joystick,5123820.248032
87,Joystick,5123820.374016
87,Joystick,5123820.819008
87,Joystick,5123823.255008
87,Go,5123825.774016
87,Response,5123825.882016
87,Joystick,5123825.899008
87,Hit,5123825.899008
88,ITI,5123825.899008
88,Joystick,5123826.628032
88,NoGo,5123836.678016
88,Response,5123836.803008
88,Joystick,5123836.806016
88,CorrectRejection,5123838.803008
89,ITI,5123838.806016
89,Go,5123843.914016
89,Response,5123844.020032
89,Joystick,5123844.108032
89,Hit,5123844.108032
90,ITI,5123844.108032
90,Joystick,5123845.251008
90,Joystick,5123898.995008
90,Joystick,5123902.385024
90,Go,5123909.931008
90,Joystick,5123910.029024
90,Response,5123910.029024
90,Joystick,5123910.084032
90,Hit,5123910.084032
91,ITI,5123910.084032
91,Joystick,5123915.755008
91,Joystick,5123916.774016
91,Joystick,5123916.848032
91,Joystick,5123917.468032
91,Joystick,5123917.769024
91,Joystick,5123918.487008
91,Joystick,5123918.583008
91,Joystick,5123918.705024
91,Joystick,5123919.013024
91,Joystick,5123919.116032
91,Joystick,5123922.554016
91,Joystick,5123922.661024
91,Joystick,5123923.183008
91,Joystick,5123926.285024
91,Joystick,5123927.546016
91,Joystick,5123927.950016
91,Joystick,5123928.049024
91,Go,5123934.649024
91,Response,5123934.766016
91,Joystick,5123934.798016
91,Hit,5123934.798016
92,ITI,5123934.798016
92,Go,5123941.188032
92,Response,5123941.297024
92,Joystick,5123941.302016
92,Hit,5123941.302016
93,ITI,5123941.302016
93,Joystick,5123941.740032
93,Joystick,5123957.698016
93,Joystick,5123957.839008
93,Joystick,5123957.931008
93,Joystick,5123958.240032
93,Joystick,5123958.391008
93,Joystick,5123959.675008
93,Joystick,5123961.504032
93,NoGo,5123968.254016
93,Response,5123968.374016
93,Joystick,5123968.410016
93,CorrectRejection,5123970.375008
94,ITI,5123970.379008
94,Go,5123976.368032
94,Response,5123976.482016
94,Joystick,5123976.538016
94,Hit,5123976.538016
95,ITI,5123976.538016
95,NoGo,5123992.203008
95,Response,5123992.325024
95,Joystick,5123992.333024
95,CorrectRejection,5123994.327008
96,ITI,5123994.329024
96,Go,5124018.152032
96,Response,5124018.276032
96,Joystick,5124018.291008
96,Hit,5124018.291008
97,ITI,5124018.291008
97,Joystick,5124021.453024
97,Joystick,5124021.537024
97,Joystick,5124022.582016
97,Joystick,5124022.676032
97,Joystick,5124022.841024
97,Joystick,5124022.973024
97,Joystick,5124024.770016
97,Joystick,5124026.166016
97,Joystick,5124026.268032
97,Joystick,5124026.436032
97,Joystick,5124030.052032
97,Joystick,5124033.564032
97,Joystick,5124034.564032
97,Joystick,5124034.871008
97,Joystick,5124036.470016
97,Joystick,5124036.618016
97,Go,5124043.962016
97,Joystick,5124044.046016
97,Response,5124044.046016
97,Miss,5124046.058016
98,ITI,5124046.061024
98,Go,5124062.307008
98,Joystick,5124062.429024
98,Response,5124062.429024
98,Miss,5124064.430016
99,ITI,5124064.433024
99,Joystick,5124101.530016
99,Joystick,5124101.558016
99,Joystick,5124104.393024
99,Joystick,5124104.757024
99,Joystick,5124105.605024
99,Joystick,5124114.029024
99,Joystick,5124114.911008
99,Joystick,5124116.053024
99,Joystick,5124116.147008
99,Joystick,5124116.220032
99,Joystick,5124116.717024
99,Joystick,5124117.548032
99,Joystick,5124117.681024
99,Go,5124120.616032
99,Response,5124120.724032
99,Joystick,5124120.857024
99,Hit,5124120.857024
100,ITI,5124120.857024
100,Joystick,5124120.942016
100,Joystick,5124124.419008
100,Joystick,5124124.466016
100,Joystick,5124124.581024
100,Joystick,5124138.823008
100,Joystick,5124138.894016
100,Go,5124172.940032
100,Joystick,5124173.035008
100,Response,5124173.035008
100,Joystick,5124173.243008
100,Hit,5124173.243008
101,ITI,5124173.243008
101,Joystick,5124173.344032
101,Joystick,5124175.714016
101,Go,5124182.239008
101,Response,5124182.362016
101,Joystick,5124182.394016
101,Hit,5124182.394016
102,ITI,5124182.394016
102,Joystick,5124182.938016
102,Joystick,5124183.101024
102,Go,5124187.804032
102,Response,5124187.924032
102,Joystick,5124188.002016
102,Hit,5124188.002016
103,ITI,5124188.002016
103,Joystick,5124188.126016
103,Joystick,5124188.517024
103,Joystick,5124188.660032
103,Joystick,5124189.152032
103,Joystick,5124197.435008
103,Joystick,5124197.555008
103,Joystick,5124197.652032
103,Joystick,5124198.325024
103,Joystick,5124198.459008
103,Joystick,5124198.718016
103,Joystick,5124199.259008
103,Joystick,5124200.217024
103,Joystick,5124205.821024
103,Joystick,5124207.900032
103,Joystick,5124208.664032
103,Joystick,5124210.130016
103,Joystick,5124211.314016
103,Joystick,5124214.301024
103,Joystick,5124214.368032
103,Joystick,5124216.059008
103,Go,5124228.781024
103,Response,5124228.906016
103,Joystick,5124228.907008
103,Hit,5124228.907008
104,ITI,5124228.907008
104,Joystick,5124231.236032
104,Joystick,5124235.772032
104,Joystick,5124235.884032
104,Joystick,5124236.142016
104,Joystick,5124236.570016
104,Joystick,5124237.017024
104,Joystick,5124244.834016
104,Joystick,5124244.933024
104,Joystick,5124246.370016
104,Go,5124255.639008
104,Joystick,5124255.762016
104,Response,5124255.762016
104,Joystick,5124256.465024
104,Hit,5124256.465024
105,ITI,5124256.465024
105,Joystick,5124256.555008
105,Joystick,5124258.906016
105,Joystick,5124259.072032
105,Joystick,5124259.234016
105,Joystick,5124259.445024
105,Joystick,5124261.828032
105,Joystick,5124264.129024
105,Joystick,5124264.262016
105,Joystick,5124264.408032
105,Joystick,5124265.089024
105,Joystick,5124265.180032
105,Joystick,5124268.635008
105,Joystick,5124268.669024
105,Go,5124272.631008
